"Vegetation","Year","Gradient","Percent_cover"
"ph",1990,204,0.0251499318993794
"ph",1990,205,0.0194586622359495
"ph",1990,206,0.0200359361590341
"ph",1990,207,0.016021354282508
"ph",1990,208,0.0138110811735909
"ph",1990,209,0.0130673248206144
"ph",1990,210,0.0190423459310063
"ph",1990,211,0.0160134078784746
"ph",1990,212,0.00886010952534259
"ph",1990,213,0.0151471038851486
"ph",1990,214,0.00927489113573356
"ph",1990,215,0.0100094166258495
"ph",1990,216,0.00548278049753129
"ph",1990,217,0.00789541238943923
"ph",1990,218,0.0140048996633431
"ph",1990,219,0.0134244212491563
"ph",1990,220,0.0117220725542391
"ph",1990,221,0.0123974972664439
"ph",1990,222,0.00386591401294612
"ph",1990,223,0.00758491552282923
"ph",1990,224,0.0126671058663819
"ph",1990,225,0.0128781137805125
"ph",1990,226,0.00703366859043128
"ph",1990,227,0.00548514908528241
"ph",1990,228,0.00985640945161052
"ph",1990,229,0.0125538199679371
"ph",1990,230,0.0172528280539369
"ph",1990,231,0.0142724584702875
"ph",1990,232,0.011394105357464
"ph",1990,233,0.00505742972976278
"ph",1990,234,0.00456584500137288
"ph",1990,235,0.0104982834546946
"ph",1990,236,0.0118958942821331
"ph",1990,237,0.0126524640395898
"ph",1990,238,0.00975257254081921
"ph",1990,239,0.00940907793251194
"ph",1990,240,0.0142482595155696
"ph",1990,241,0.0065790006413982
"ph",1990,242,0.00523482295303309
"ph",1990,243,0.00615203777062132
"ph",1990,244,0.00386080553387925
"ph",1990,245,0.00547526351090908
"ph",1990,246,0.00684821856187416
"ph",1990,247,0.00432563936501913
"ph",1990,248,0.00647297518715526
"ph",1990,249,0.00810896937767982
"ph",1990,250,0.0185966069560885
"ph",1990,251,0.013471754724079
"ph",1990,252,0.0184392011357187
"ph",1990,253,0.0187043036936965
"ph",1990,254,0.019662532307715
"ph",1990,255,0.0268406479477293
"ph",1990,256,0.0259489910592241
"ph",1990,257,0.0214893980084893
"ph",1990,258,0.019852038004537
"ph",1990,259,0.0112266709073312
"ph",1990,260,0.0122176003389806
"ph",1990,261,0.0101552148066125
"ph",1990,262,0.00901953398939517
"ph",1990,263,0.0114121710008623
"ph",1990,264,0.0130725649927188
"ph",1990,265,0.010366912471616
"ph",1990,266,0.00537719154001266
"ph",1990,267,0.000180210709887078
"ph",1990,268,0
"ph",1990,269,0
"ph",1990,270,0
"ph",1990,271,0
"ph",1990,272,0
"ph",1990,273,0
"ph",1990,274,0
"ph",1990,275,0
"ph",1990,276,0
"ph",1990,277,0
"ph",1990,278,0
"ph",1990,279,0
"ph",1990,280,0
"ph",1990,281,0
"ph",1990,282,0
"ph",1990,283,0
"ph",1990,284,0
"ph",1990,285,0
"ph",1990,286,0
"ph",1990,287,0
"ph",1990,288,0
"ph",1990,289,0
"ph",1990,290,0
"ph",1990,291,0
"ph",1990,292,0
"ph",1990,293,0
"ph",1990,294,0
"ph",1990,295,0
"ph",1990,296,0
"ph",1990,297,0
"ph",1990,298,0
"ph",1990,299,0
"ph",1990,300,0
"ph",1990,301,0
"ph",1990,302,0
"ph",1990,303,0
"ph",1990,304,0
"ph",1990,305,0
"ph",1990,306,0
"ph",1990,307,0
"ph",1990,308,0
"ph",1990,309,0
"ph",1990,310,0
"ph",1990,311,0
"ph",1990,312,0
"ph",1990,313,0
"ph",1990,314,0
"ph",1990,315,0
"ph",1990,316,0
"ph",1990,317,0
"ph",1990,318,0
"ph",1990,319,0
"ph",1990,320,0
"ph",1990,321,0
"ph",1990,322,0
"ph",1990,323,0
"ph",1990,324,0
"ph",1990,325,0
"ph",1990,326,0
"ph",1990,327,0
"ph",1990,328,0
"ph",1990,329,0
"ph",1990,330,0
"ph",1990,331,0
"ph",1990,332,0
"ph",1990,333,0
"ph",1990,334,0
"ph",1990,335,0
"ph",1990,336,0
"ph",1990,337,0
"ph",1990,338,0
"ph",1990,339,0
"ph",1990,340,0
"ph",1990,341,0
"ph",1990,342,0
"ph",1990,343,0
"ph",1990,344,0
"ph",1990,345,0
"ph",1990,346,0
"ph",1990,347,0
"ph",1990,348,0
"ph",1990,349,0
"ph",1990,350,0
"ph",1990,351,0
"ph",1990,352,0
"ph",1990,353,0
"ph",1990,354,0
"ph",1990,355,0
"ph",1990,356,0
"ph",1990,357,0
"ph",1990,358,0
"ph",1990,359,0
"ph",1990,360,0
"ph",1990,361,0
"ph",1990,362,0
"ph",1990,363,0
"ph",1990,364,0
"ph",1990,365,0
"ph",1990,366,0
"ph",1990,367,0
"ph",1990,368,0
"ph",1990,369,0
"ph",1990,370,0
"ph",1990,371,0
"ph",1990,372,0
"ph",1990,373,0
"ph",1990,374,0
"ph",1990,375,0
"ph",1990,376,0
"ph",1990,377,0
"ph",1990,378,0
"ph",1990,379,0
"ph",1990,380,0
"ph",1990,381,0
"ph",1990,382,0
"ph",1990,383,0
"ph",1990,384,0
"ph",1990,385,0
"ph",1990,386,0
"ph",1990,387,0
"ph",1990,388,0
"ph",1990,389,0
"ph",1990,390,0
"ph",1990,391,0
"ph",1990,392,0
"ph",1990,393,0
"ph",1990,394,0
"ph",1990,395,0
"ph",1990,396,0
"ph",1990,397,0
"ph",1990,398,0
"ph",1990,399,0
"ph",1990,400,0
"ph",1990,401,0
"ph",1990,402,0
"ph",1990,403,0
"ph",1990,404,0
"ph",1990,405,0
"ph",1990,406,0
"ph",1990,407,0
"ph",1990,408,0
"ph",1990,409,0
"ph",1990,410,0
"ph",1990,411,0
"ph",1990,412,0
"ph",1990,413,0
"ph",1990,414,0
"ph",1990,415,0
"ph",1990,416,0
"ph",1990,417,0
"ph",1990,418,0
"ph",1990,419,0
"ph",1990,420,0
"ph",1990,421,0
"ph",1990,422,0
"ph",1990,423,0
"ph",1990,424,0
"ph",1990,425,0
"ph",1990,426,0
"ph",1990,427,0
"ph",1990,428,0
"ph",1990,429,0
"ph",1990,430,0
"ph",1990,431,0
"ph",1990,432,0
"ph",1990,433,0
"ph",1990,434,0
"ph",1990,435,0
"su",1990,1,0
"su",1990,2,0
"su",1990,3,0
"su",1990,4,0
"su",1990,5,0
"su",1990,6,0
"su",1990,7,0
"su",1990,8,0
"su",1990,9,0
"su",1990,10,0
"su",1990,11,0
"su",1990,12,0
"su",1990,13,0
"su",1990,14,0
"su",1990,15,0
"su",1990,16,0
"su",1990,17,0
"su",1990,18,0
"su",1990,19,0
"su",1990,20,0
"su",1990,21,0
"su",1990,22,0
"su",1990,23,0
"su",1990,24,0
"su",1990,25,0
"su",1990,26,0
"su",1990,27,0
"su",1990,28,0
"su",1990,29,0
"su",1990,30,0
"su",1990,31,0
"su",1990,32,0
"su",1990,33,0
"su",1990,34,0
"su",1990,35,0
"su",1990,36,0
"su",1990,37,0
"su",1990,38,0
"su",1990,39,0
"su",1990,40,0
"su",1990,41,0
"su",1990,42,0
"su",1990,43,0
"su",1990,44,0
"su",1990,45,0
"su",1990,46,0
"su",1990,47,0
"su",1990,48,0
"su",1990,49,0
"su",1990,50,0
"su",1990,51,0
"su",1990,52,0
"su",1990,53,0
"su",1990,54,0
"su",1990,55,0
"su",1990,56,0
"su",1990,57,0
"su",1990,58,0
"su",1990,59,0
"su",1990,60,0
"su",1990,61,0
"su",1990,62,0
"su",1990,63,0
"su",1990,64,0
"su",1990,65,0
"su",1990,66,0
"su",1990,67,0
"su",1990,68,0
"su",1990,69,0
"su",1990,70,0
"su",1990,71,0
"su",1990,72,0
"su",1990,73,0
"su",1990,74,0
"su",1990,75,0
"su",1990,76,0
"su",1990,77,0
"su",1990,78,0
"su",1990,79,0.008320618470816
"su",1990,80,0.0123093606588137
"su",1990,81,0.0140340112775697
"su",1990,82,0.0160838586665716
"su",1990,83,0.0257136478928979
"su",1990,84,0.0205211461420316
"su",1990,85,0.0111946332734234
"su",1990,86,0.00863090610898504
"su",1990,87,0.0156999705534657
"su",1990,88,0.0195141822394117
"su",1990,89,0.00229940864104075
"su",1990,90,0
"su",1990,91,2.6917246339339e-07
"su",1990,92,0.00474259427132879
"su",1990,93,0.0108382282703261
"su",1990,94,0.0204435557789392
"su",1990,95,0.0285267215884589
"su",1990,96,0.043056749088215
"su",1990,97,0.0726875954817564
"su",1990,98,0.0981061028460998
"su",1990,99,0.0960205137576295
"su",1990,100,0.101265755872156
"su",1990,101,0.117680480919905
"su",1990,102,0.139513603457122
"su",1990,103,0.161125331084471
"su",1990,104,0.167746590469327
"su",1990,105,0.133055062781715
"su",1990,106,0.0776820118695881
"su",1990,107,0.0537978755226323
"su",1990,108,0.0554785205678712
"su",1990,109,0.0596938680201289
"su",1990,110,0.0837309919620229
"su",1990,111,0.152280927682511
"su",1990,112,0.205285374828112
"su",1990,113,0.262086701618669
"su",1990,114,0.308976578153613
"su",1990,115,0.350781996071321
"su",1990,116,0.393299242602116
"su",1990,117,0.421242209535234
"su",1990,118,0.423188309039725
"su",1990,119,0.435319114617137
"su",1990,120,0.445103517387569
"su",1990,121,0.441501532511647
"su",1990,122,0.429900828075307
"su",1990,123,0.431233753568439
"su",1990,124,0.419829613060107
"su",1990,125,0.421837461998325
"su",1990,126,0.451467140164281
"su",1990,127,0.472386659137146
"su",1990,128,0.475002369748862
"su",1990,129,0.478442209925001
"su",1990,130,0.47332594870995
"su",1990,131,0.493680086936604
"su",1990,132,0.490577185850214
"su",1990,133,0.512017339309421
"su",1990,134,0.528596980190624
"su",1990,135,0.541570795247686
"su",1990,136,0.566409040776776
"su",1990,137,0.579880020475602
"su",1990,138,0.586773087747323
"su",1990,139,0.582062741363183
"su",1990,140,0.618324221966637
"su",1990,141,0.623857834285835
"su",1990,142,0.63011428154611
"su",1990,143,0.638825097821486
"su",1990,144,0.62639847609587
"su",1990,145,0.631638884704461
"su",1990,146,0.632609347620839
"su",1990,147,0.635014716305477
"su",1990,148,0.629893528941033
"su",1990,149,0.654511881408493
"su",1990,150,0.647864676984265
"su",1990,151,0.670999137374861
"su",1990,152,0.68623701894624
"su",1990,153,0.71499481209837
"su",1990,154,0.747288685211481
"su",1990,155,0.757308535786121
"su",1990,156,0.772067240234739
"su",1990,157,0.770671467201837
"su",1990,158,0.771668520362214
"su",1990,159,0.790396848157482
"su",1990,160,0.814299809872867
"su",1990,161,0.822457560682114
"su",1990,162,0.824043821987473
"su",1990,163,0.823071477654075
"su",1990,164,0.816104747299671
"su",1990,165,0.815584868311531
"su",1990,166,0.822435129822008
"su",1990,167,0.818602049985168
"su",1990,168,0.814104103174573
"su",1990,169,0.821182935286941
"su",1990,170,0.829224777159005
"su",1990,171,0.841005794517584
"su",1990,172,0.844565457943506
"su",1990,173,0.846235193662227
"su",1990,174,0.85542880971948
"su",1990,175,0.863996458974436
"su",1990,176,0.867136549306452
"su",1990,177,0.867781045897861
"su",1990,178,0.870703235051718
"su",1990,179,0.875247556596782
"su",1990,180,0.887950649882585
"su",1990,181,0.898374234612385
"su",1990,182,0.902605877253641
"su",1990,183,0.893158032252402
"su",1990,184,0.879339669176107
"su",1990,185,0.877346764873841
"su",1990,186,0.884771079678067
"su",1990,187,0.867704914822824
"su",1990,188,0.854266127958035
"su",1990,189,0.8497777423742
"su",1990,190,0.83197173668552
"su",1990,191,0.845597088474847
"su",1990,192,0.883135637507173
"su",1990,193,0.903462740729754
"su",1990,194,0.90628052282961
"su",1990,195,0.911750197766186
"su",1990,196,0.919651358290751
"su",1990,197,0.927963245719596
"su",1990,198,0.936314475343253
"su",1990,199,0.930073237842287
"su",1990,200,0.924833295588103
"su",1990,201,0.955090071665688
"su",1990,202,0.966059370907768
"su",1990,203,0.978699665574132
"su",1990,204,0.95792977165836
"su",1990,205,0.958653567309288
"su",1990,206,0.95009456927972
"su",1990,207,0.948192067919176
"su",1990,208,0.941903232834099
"su",1990,209,0.936219085077517
"su",1990,210,0.920988779168268
"su",1990,211,0.91879646218149
"su",1990,212,0.90675782543724
"su",1990,213,0.909967943073253
"su",1990,214,0.932341033112175
"su",1990,215,0.930452009844664
"su",1990,216,0.952996614237017
"su",1990,217,0.957379807467038
"su",1990,218,0.959015474574078
"su",1990,219,0.96387662257379
"su",1990,220,0.959462080430851
"su",1990,221,0.957798732754457
"su",1990,222,0.953503003648702
"su",1990,223,0.949162197253318
"su",1990,224,0.934810205402082
"su",1990,225,0.905952304183651
"su",1990,226,0.923202542800077
"su",1990,227,0.944966221922164
"su",1990,228,0.950883239442144
"su",1990,229,0.961812289368965
"su",1990,230,0.947138623752742
"su",1990,231,0.957270691186766
"su",1990,232,0.953921412474036
"su",1990,233,0.965326119579702
"su",1990,234,0.956408936163585
"su",1990,235,0.940307886228437
"su",1990,236,0.9376037944411
"su",1990,237,0.913121282001744
"su",1990,238,0.905755811210154
"su",1990,239,0.889535510375657
"su",1990,240,0.869890558060819
"su",1990,241,0.872040562120194
"su",1990,242,0.867714136550398
"su",1990,243,0.855905776965462
"su",1990,244,0.87380182484804
"su",1990,245,0.874520649533116
"su",1990,246,0.862864449033258
"su",1990,247,0.874439544383784
"su",1990,248,0.8678863882047
"su",1990,249,0.869730012192297
"su",1990,250,0.843462930213072
"su",1990,251,0.86290668780055
"su",1990,252,0.851917768663342
"su",1990,253,0.857108744669048
"su",1990,254,0.859231742278456
"su",1990,255,0.849346110521947
"su",1990,256,0.840729220539816
"su",1990,257,0.792484427293948
"su",1990,258,0.754869214986434
"su",1990,259,0.75252278586192
"su",1990,260,0.733627616825892
"su",1990,261,0.709840611105919
"su",1990,262,0.680385255404694
"su",1990,263,0.660866585704586
"su",1990,264,0.644798539398715
"su",1990,265,0.601446530394725
"su",1990,266,0.555166675617289
"su",1990,267,0.519209097052336
"su",1990,268,0.452904236861562
"su",1990,269,0.412182466357659
"su",1990,270,0.394827306076303
"su",1990,271,0.392836706239277
"su",1990,272,0.373644494410486
"su",1990,273,0.330225603631163
"su",1990,274,0.288126301878134
"su",1990,275,0.248153928854406
"su",1990,276,0.210031436646076
"su",1990,277,0.199773948617188
"su",1990,278,0.191404841250195
"su",1990,279,0.172746902492417
"su",1990,280,0.152535559962205
"su",1990,281,0.164659572784805
"su",1990,282,0.164198123315764
"su",1990,283,0.144804280204617
"su",1990,284,0.128261382552819
"su",1990,285,0.116745216100394
"su",1990,286,0.10534363237763
"su",1990,287,0.0900233030108546
"su",1990,288,0.0656788887224961
"su",1990,289,0.0564242002069111
"su",1990,290,0.045241507757287
"su",1990,291,0.0341144421327497
"su",1990,292,0.02374661285906
"su",1990,293,0.0160040880500389
"su",1990,294,0.00401481597809488
"su",1990,295,0.00129274351844985
"su",1990,296,0
"su",1990,297,0
"su",1990,298,0
"su",1990,299,0
"su",1990,300,0
"su",1990,301,0
"su",1990,302,0
"su",1990,303,0
"su",1990,304,0
"su",1990,305,0
"su",1990,306,0
"su",1990,307,0
"su",1990,308,0
"su",1990,309,0
"su",1990,310,0
"su",1990,311,0
"su",1990,312,0
"su",1990,313,0
"su",1990,314,0
"su",1990,315,0
"su",1990,316,0
"su",1990,317,0
"su",1990,318,0
"su",1990,319,0
"su",1990,320,0
"su",1990,321,0
"su",1990,322,0
"su",1990,323,0
"su",1990,324,0
"su",1990,325,0
"su",1990,326,0
"su",1990,327,0
"su",1990,328,0
"su",1990,329,0
"su",1990,330,0
"su",1990,331,0
"su",1990,332,0
"su",1990,333,0
"su",1990,334,0
"su",1990,335,0
"su",1990,336,0
"su",1990,337,0
"su",1990,338,0
"su",1990,339,0
"su",1990,340,0
"su",1990,341,0
"su",1990,342,0
"su",1990,343,0
"su",1990,344,0
"su",1990,345,0
"su",1990,346,0
"su",1990,347,0
"su",1990,348,0
"su",1990,349,0
"su",1990,350,0
"su",1990,351,0
"su",1990,352,0
"su",1990,353,0
"su",1990,354,0
"su",1990,355,0
"su",1990,356,0
"su",1990,357,0
"su",1990,358,0
"su",1990,359,0
"su",1990,360,0
"su",1990,361,0
"su",1990,362,0
"su",1990,363,0
"su",1990,364,0
"su",1990,365,0
"su",1990,366,0
"su",1990,367,0
"su",1990,368,0
"su",1990,369,0
"su",1990,370,0
"su",1990,371,0
"su",1990,372,0
"su",1990,373,0
"su",1990,374,0
"su",1990,375,0
"su",1990,376,0
"su",1990,377,0
"su",1990,378,0
"su",1990,379,0
"su",1990,380,0
"su",1990,381,0
"su",1990,382,0
"su",1990,383,0
"su",1990,384,0
"su",1990,385,0
"su",1990,386,0
"su",1990,387,0
"su",1990,388,0
"su",1990,389,0
"su",1990,390,0
"su",1990,391,0
"su",1990,392,0
"su",1990,393,0
"su",1990,394,0
"su",1990,395,0
"su",1990,396,0
"su",1990,397,0
"su",1990,398,0
"su",1990,399,0
"su",1990,400,0
"su",1990,401,0
"su",1990,402,0
"su",1990,403,0
"su",1990,404,0
"su",1990,405,0
"su",1990,406,0
"su",1990,407,0
"su",1990,408,0
"su",1990,409,0
"su",1990,410,0
"su",1990,411,0
"su",1990,412,0
"su",1990,413,0
"su",1990,414,0
"su",1990,415,0
"su",1990,416,0
"su",1990,417,0
"su",1990,418,0
"su",1990,419,0
"su",1990,420,0
"su",1990,421,0
"su",1990,422,0
"su",1990,423,0
"su",1990,424,0
"su",1990,425,0
"su",1990,426,0
"su",1990,427,0
"su",1990,428,0
"su",1990,429,0
"su",1990,430,0
"su",1990,431,0
"su",1990,432,0
"su",1990,433,0
"su",1990,434,0
"su",1990,435,0
"sp",1990,1,0
"sp",1990,2,0
"sp",1990,3,0
"sp",1990,4,0
"sp",1990,5,0
"sp",1990,6,0
"sp",1990,7,0
"sp",1990,8,0
"sp",1990,9,0
"sp",1990,10,0
"sp",1990,11,0
"sp",1990,12,0
"sp",1990,13,0
"sp",1990,14,0
"sp",1990,15,0
"sp",1990,16,0
"sp",1990,17,0
"sp",1990,18,0
"sp",1990,19,0
"sp",1990,20,0
"sp",1990,21,0
"sp",1990,22,0
"sp",1990,23,0
"sp",1990,24,0
"sp",1990,25,0
"sp",1990,26,0
"sp",1990,27,0
"sp",1990,28,0
"sp",1990,29,0
"sp",1990,30,0
"sp",1990,31,0
"sp",1990,32,0
"sp",1990,33,0
"sp",1990,34,0
"sp",1990,35,0
"sp",1990,36,0
"sp",1990,37,0
"sp",1990,38,0
"sp",1990,39,0
"sp",1990,40,0
"sp",1990,41,0
"sp",1990,42,0
"sp",1990,43,0
"sp",1990,44,0
"sp",1990,45,0
"sp",1990,46,0
"sp",1990,47,0
"sp",1990,48,0
"sp",1990,49,0
"sp",1990,50,0
"sp",1990,51,0
"sp",1990,52,0
"sp",1990,53,0
"sp",1990,54,0
"sp",1990,55,0
"sp",1990,56,0
"sp",1990,57,0
"sp",1990,58,0
"sp",1990,59,0
"sp",1990,60,0
"sp",1990,61,0
"sp",1990,62,0
"sp",1990,63,0
"sp",1990,64,0
"sp",1990,65,0
"sp",1990,66,0
"sp",1990,67,0
"sp",1990,68,0
"sp",1990,69,0
"sp",1990,70,0
"sp",1990,71,0
"sp",1990,72,0
"sp",1990,73,0
"sp",1990,74,0
"sp",1990,75,0
"sp",1990,76,0
"sp",1990,77,0
"sp",1990,78,0
"sp",1990,79,0
"sp",1990,80,0
"sp",1990,81,0
"sp",1990,82,0
"sp",1990,83,0
"sp",1990,84,0
"sp",1990,85,0
"sp",1990,86,0
"sp",1990,87,0
"sp",1990,88,0
"sp",1990,89,0
"sp",1990,90,0
"sp",1990,91,0
"sp",1990,92,0
"sp",1990,93,0
"sp",1990,94,0
"sp",1990,95,0
"sp",1990,96,0
"sp",1990,97,0
"sp",1990,98,0
"sp",1990,99,0
"sp",1990,100,0
"sp",1990,101,0
"sp",1990,102,0
"sp",1990,103,0
"sp",1990,104,0
"sp",1990,105,0
"sp",1990,106,0
"sp",1990,107,0
"sp",1990,108,0
"sp",1990,109,0
"sp",1990,110,0
"sp",1990,111,0
"sp",1990,112,0
"sp",1990,113,0
"sp",1990,114,0
"sp",1990,115,0
"sp",1990,116,0
"sp",1990,117,0
"sp",1990,118,0
"sp",1990,119,0
"sp",1990,120,0
"sp",1990,121,0
"sp",1990,122,0
"sp",1990,123,0
"sp",1990,124,0
"sp",1990,125,0
"sp",1990,126,0
"sp",1990,127,0
"sp",1990,128,0
"sp",1990,129,0
"sp",1990,130,0
"sp",1990,131,0
"sp",1990,132,0
"sp",1990,133,0
"sp",1990,134,0
"sp",1990,135,0
"sp",1990,136,0
"sp",1990,137,0
"sp",1990,138,0
"sp",1990,139,0
"sp",1990,140,0
"sp",1990,141,0
"sp",1990,142,0
"sp",1990,143,0
"sp",1990,144,0
"sp",1990,145,0
"sp",1990,146,0
"sp",1990,147,0
"sp",1990,148,0
"sp",1990,149,0
"sp",1990,150,0
"sp",1990,151,0
"sp",1990,152,0
"sp",1990,153,0
"sp",1990,154,0
"sp",1990,155,0
"sp",1990,156,0
"sp",1990,157,0
"sp",1990,158,0
"sp",1990,159,0
"sp",1990,160,0
"sp",1990,161,0
"sp",1990,162,0
"sp",1990,163,0
"sp",1990,164,0
"sp",1990,165,0
"sp",1990,166,0
"sp",1990,167,0
"sp",1990,168,0
"sp",1990,169,0
"sp",1990,170,0
"sp",1990,171,0
"sp",1990,172,0
"sp",1990,173,0
"sp",1990,174,0
"sp",1990,175,0
"sp",1990,176,0
"sp",1990,177,0
"sp",1990,178,0
"sp",1990,179,0
"sp",1990,180,0
"sp",1990,181,0
"sp",1990,182,0
"sp",1990,183,0
"sp",1990,184,0
"sp",1990,185,0
"sp",1990,186,0
"sp",1990,187,0
"sp",1990,188,0
"sp",1990,189,0
"sp",1990,190,0
"sp",1990,191,0
"sp",1990,192,0
"sp",1990,193,0
"sp",1990,194,0
"sp",1990,195,0
"sp",1990,196,0
"sp",1990,197,0
"sp",1990,198,0
"sp",1990,199,0
"sp",1990,200,0
"sp",1990,201,0
"sp",1990,202,0
"sp",1990,203,0
"sp",1990,204,0
"sp",1990,205,0
"sp",1990,206,0
"sp",1990,207,0
"sp",1990,208,0
"sp",1990,209,0
"sp",1990,210,0
"sp",1990,211,0
"sp",1990,212,0
"sp",1990,213,0
"sp",1990,214,0
"sp",1990,215,0
"sp",1990,216,0
"sp",1990,217,0
"sp",1990,218,0
"sp",1990,219,0
"sp",1990,220,0
"sp",1990,221,0
"sp",1990,222,0
"sp",1990,223,0
"sp",1990,224,0
"sp",1990,225,0
"sp",1990,226,0
"sp",1990,227,0
"sp",1990,228,0
"sp",1990,229,0
"sp",1990,230,0
"sp",1990,231,0
"sp",1990,232,0
"sp",1990,233,0
"sp",1990,234,0
"sp",1990,235,0
"sp",1990,236,0
"sp",1990,237,0
"sp",1990,238,0
"sp",1990,239,0
"sp",1990,240,0
"sp",1990,241,0
"sp",1990,242,0
"sp",1990,243,0
"sp",1990,244,0
"sp",1990,245,0
"sp",1990,246,0
"sp",1990,247,0
"sp",1990,248,0
"sp",1990,249,0
"sp",1990,250,0
"sp",1990,251,0
"sp",1990,252,0
"sp",1990,253,0
"sp",1990,254,0
"sp",1990,255,0
"sp",1990,256,0
"sp",1990,257,0
"sp",1990,258,0
"sp",1990,259,0
"sp",1990,260,0
"sp",1990,261,0
"sp",1990,262,0
"sp",1990,263,0
"sp",1990,264,0
"sp",1990,265,0
"sp",1990,266,0
"sp",1990,267,0
"sp",1990,268,0
"sp",1990,269,0
"sp",1990,270,0
"sp",1990,271,0
"sp",1990,272,0
"sp",1990,273,0
"sp",1990,274,0
"sp",1990,275,0
"sp",1990,276,0
"sp",1990,277,0
"sp",1990,278,0
"sp",1990,279,0
"sp",1990,280,0
"sp",1990,281,0
"sp",1990,282,0
"sp",1990,283,0
"sp",1990,284,0
"sp",1990,285,0
"sp",1990,286,0
"sp",1990,287,0
"sp",1990,288,0
"sp",1990,289,0
"sp",1990,290,0
"sp",1990,291,0.00172247833570579
"sp",1990,292,0.00580840755037516
"sp",1990,293,0.0101491090921546
"sp",1990,294,0.0180104201415934
"sp",1990,295,0.0190949667591927
"sp",1990,296,0.0144917969421866
"sp",1990,297,0.00975712424582297
"sp",1990,298,0.0074368808874088
"sp",1990,299,0.00135563230686309
"sp",1990,300,0
"sp",1990,301,0
"sp",1990,302,0
"sp",1990,303,0
"sp",1990,304,0
"sp",1990,305,0
"sp",1990,306,0
"sp",1990,307,0
"sp",1990,308,0
"sp",1990,309,0
"sp",1990,310,0
"sp",1990,311,0
"sp",1990,312,0
"sp",1990,313,0
"sp",1990,314,0
"sp",1990,315,0
"sp",1990,316,0
"sp",1990,317,0
"sp",1990,318,0
"sp",1990,319,0
"sp",1990,320,0
"sp",1990,321,0
"sp",1990,322,0
"sp",1990,323,0
"sp",1990,324,0
"sp",1990,325,0
"sp",1990,326,0
"sp",1990,327,0
"sp",1990,328,0
"sp",1990,329,0
"sp",1990,330,0
"sp",1990,331,0
"sp",1990,332,0
"sp",1990,333,0
"sp",1990,334,0
"sp",1990,335,0
"sp",1990,336,0
"sp",1990,337,0
"sp",1990,338,0
"sp",1990,339,0
"sp",1990,340,0
"sp",1990,341,0
"sp",1990,342,0
"sp",1990,343,0
"sp",1990,344,0
"sp",1990,345,0
"sp",1990,346,0
"sp",1990,347,0
"sp",1990,348,0
"sp",1990,349,0
"sp",1990,350,0
"sp",1990,351,0
"sp",1990,352,0
"sp",1990,353,0
"sp",1990,354,0
"sp",1990,355,0
"sp",1990,356,0
"sp",1990,357,0
"sp",1990,358,0
"sp",1990,359,0
"sp",1990,360,0
"sp",1990,361,0
"sp",1990,362,0
"sp",1990,363,0
"sp",1990,364,0
"sp",1990,365,0
"sp",1990,366,0
"sp",1990,367,0
"sp",1990,368,0
"sp",1990,369,0
"sp",1990,370,0
"sp",1990,371,0
"sp",1990,372,0
"sp",1990,373,0
"sp",1990,374,0
"sp",1990,375,0
"sp",1990,376,0
"sp",1990,377,0
"sp",1990,378,0
"sp",1990,379,0
"sp",1990,380,0
"sp",1990,381,0
"sp",1990,382,0
"sp",1990,383,0
"sp",1990,384,0
"sp",1990,385,0
"sp",1990,386,0
"sp",1990,387,0
"sp",1990,388,0
"sp",1990,389,0
"sp",1990,390,0
"sp",1990,391,0
"sp",1990,392,0
"sp",1990,393,0
"sp",1990,394,0
"sp",1990,395,0
"sp",1990,396,0
"sp",1990,397,0
"sp",1990,398,0
"sp",1990,399,0
"sp",1990,400,0
"sp",1990,401,0
"sp",1990,402,0
"sp",1990,403,0
"sp",1990,404,0
"sp",1990,405,0
"sp",1990,406,0
"sp",1990,407,0
"sp",1990,408,0
"sp",1990,409,0
"sp",1990,410,0
"sp",1990,411,0
"sp",1990,412,0
"sp",1990,413,0
"sp",1990,414,0
"sp",1990,415,0
"sp",1990,416,0
"sp",1990,417,0
"sp",1990,418,0
"sp",1990,419,0
"sp",1990,420,0
"sp",1990,421,0
"sp",1990,422,0
"sp",1990,423,0
"sp",1990,424,0
"sp",1990,425,0
"sp",1990,426,0
"sp",1990,427,0
"sp",1990,428,0
"sp",1990,429,0
"sp",1990,430,0
"sp",1990,431,0
"sp",1990,432,0
"sp",1990,433,0
"sp",1990,434,0
"sp",1990,435,0
"ph",1991,1,1
"ph",1991,2,1
"ph",1991,3,1
"ph",1991,4,1
"ph",1991,5,1
"ph",1991,6,1
"ph",1991,7,1
"ph",1991,8,1
"ph",1991,9,1
"ph",1991,10,1
"ph",1991,11,1
"ph",1991,12,1
"ph",1991,13,1
"ph",1991,14,1
"ph",1991,15,1
"ph",1991,16,1
"ph",1991,17,1
"ph",1991,18,1
"ph",1991,19,1
"ph",1991,20,1
"ph",1991,21,1
"ph",1991,22,1
"ph",1991,23,1
"ph",1991,24,1
"ph",1991,25,1
"ph",1991,26,1
"ph",1991,27,1
"ph",1991,28,1
"ph",1991,29,1
"ph",1991,30,1
"ph",1991,31,1
"ph",1991,32,1
"ph",1991,33,1
"ph",1991,34,1
"ph",1991,35,1
"ph",1991,36,1
"ph",1991,37,1
"ph",1991,38,1
"ph",1991,39,1
"ph",1991,40,1
"ph",1991,41,1
